,NE,Count,Type
36474,Griff,1,PERSON
36475,Intersal,1,LOCATION
36476,Budapesti VSC,1,O
36477,Kevin Artmann,1,PERSON
36478,Gdynia G??wna,1,LOCATION
36479,Koushik,1,PERSON
36480,Kouk Chrab,1,PERSON
36481,H. Denker,1,PERSON
36482,John Farrow,1,PERSON
36483,How Hill,1,O
36484,Jo Manton,1,PERSON
36485,Tall Blacks,1,O
36486,Greg Minor,1,PERSON
36487,Non-Stop Service,1,O
36488,Der Stern,1,PERSON
36489,Gene Kurland,1,PERSON
36490,Rovere,1,PERSON
36491,Marie El?anore Fran?oise,1,PERSON
36492,Lassaad Maamer,1,PERSON
36493,Lieb,1,PERSON
36494,Fydler,1,PERSON
36495,Xinzhong,1,PERSON
36496,Samad,1,PERSON
36497,Bruno Bellone,1,PERSON
36498,Mary Todd Lincoln,1,PERSON
36499,Hall High School,1,O
36500,Neria Douglass,1,PERSON
36501,McGeddon,1,PERSON
36502,Tawanda Mupariwa,1,PERSON
36503,John Imboden,1,PERSON
36504,Ornithological Club,1,PERSON
36505,Spilosomina,1,PERSON
36506,Lev Aleksandrovich Mey,1,PERSON
36507,Hajdu,1,PERSON
36508,Lateef,1,PERSON
36509,Teltet,1,PERSON
36510,Merced County,1,LOCATION
36511,Wentworth Regiment,1,O
36512,Nasikanova,1,PERSON
36513,George French,1,PERSON
36514,Sguda Jele,1,PERSON
36515,Fairview Hospital,1,LOCATION
36516,Nils Conrad Kindberg,1,PERSON
36517,Paul Story,1,PERSON
36518,Transtours,1,O
36519,Cuba?United States,1,O
36520,Alabama Black Belt,1,LOCATION
36521,Kevin Keatts,1,PERSON
36522,Saboga,1,PERSON
36523,Athletic,1,O
36524,Hoenselaar & amp,1,O
36525,Shinshu,1,PERSON
36526,Thomas B. Griffith,1,PERSON
36527,Doug Hardy,1,PERSON
36528,Compagnie G?n?rale Electrique,1,ORGANIZATION
36529,Rankin County,1,LOCATION
36530,Zaporizhia,1,LOCATION
36531,Wang Nianchong & amp,1,PERSON
36532,William Goscombe John,1,PERSON
36533,Erik Henry,1,PERSON
36534,Botanische Jahrb?cher,1,O
36535,Breedun,1,PERSON
36536,Bourges,1,PERSON
36537,Phil Dent,1,PERSON
36538,RAF Marham,1,ORGANIZATION
36539,Ciudad Bolivar,1,PERSON
36540,Gran Sacerdote di Belo,1,PERSON
36541,Teiu?u,1,O
36542,H. P. Lovecraft,1,PERSON
36543,Weehawken,1,LOCATION
36544,University of Michigan and National Football League,1,ORGANIZATION
36545,Abderrahmane Nekli,1,PERSON
36546,Nordin,1,PERSON
36547,Newton Stewart,1,PERSON
36548,Elijah McGuire,1,PERSON
36549,Feyenoord Jubilee Tournament,1,ORGANIZATION
36550,Bigelow Aerospace,1,PERSON
36551,Kannada Film,1,O
36552,Wilde Temple,1,LOCATION
36553,Otakar Toman,1,PERSON
36554,Blaha,1,PERSON
36555,North Korea.,1,O
36556,Englishtown,1,LOCATION
36557,Dorrance & Co.,1,ORGANIZATION
36558,Sewardia R. Zeiller,1,PERSON
36559,Poulsen,1,PERSON
36560,Vera Zvonareva,1,PERSON
36561,Matt Parker,1,PERSON
36562,Petrov,1,PERSON
36563,Kramsk,1,PERSON
36564,Stanford University Libraries,1,ORGANIZATION
36565,NYU,1,O
36566,David Abrahams,1,PERSON
36567,Gigi Perreau,1,PERSON
36568,Jane Wilson,1,PERSON
36569,Sundance Air Force Station,1,O
36570,Chris Froome.,1,PERSON
36571,Marcellus H. Chiles,1,PERSON
36572,Rzayev,1,PERSON
36573,Carlos Manuel Alm?nzar Gir?n,1,PERSON
36574,Maria Luigia Borsi,1,PERSON
36575,Julie Tetel Andresen,1,PERSON
36576,Atherton Tableland,1,PERSON
36577,Simo,1,PERSON
36578,Gr?nden,1,O
36579,WNBC,1,ORGANIZATION
36580,Appalachian State University Historical Photographs Collection,1,ORGANIZATION
36581,Thomas W. Phillips,1,PERSON
36582,Vernon Caryle Holloway,1,PERSON
36583,Downtown Baltimore,1,O
36584,Vasyl Matkovsky,1,PERSON
36585,Sports Authority of India,1,ORGANIZATION
36586,Folkert Evert Posthuma,1,PERSON
36587,Claude Michy,1,PERSON
36588,Howard Christie,1,PERSON
36589,George Herbert Walker Bush,1,PERSON
36590,Banco,1,ORGANIZATION
36591,Owasso,1,LOCATION
36592,Principal Mhairi M. Stephen QC,1,O
36593,Kesemskoye,1,PERSON
36594,*Gerti Deutsch,1,PERSON
36595,Mia Pearlman,1,PERSON
36596,Vladimir Makanin,1,PERSON
36597,Roslin Castle,1,PERSON
36598,Ivo Andri?,1,PERSON
36599,Wiggs,1,PERSON
36600,Gammaproteobacteria,1,PERSON
36601,Yancherudnia,1,PERSON
36602,Gegodog,1,PERSON
36603,Department for Transport,1,O
36604,AL Normandin,1,PERSON
36605,Bashrah,1,PERSON
36606,Marlon Anderson,1,PERSON
36607,Sara Simeoni,1,PERSON
36608,Stella Rossa Wien,1,PERSON
36609,E. W. Clark & Co.,1,ORGANIZATION
36610,Luke Arnold,1,PERSON
36611,& source=bl & ots=LDVXhzAwbR & sig=NV0wStgLphRUtmSFSeR98SiXeDA & hl=en & sa=X &,1,O
36612,Stanislaw Lem,1,PERSON
36613,Mateusz Szczepaniak,1,PERSON
36614,E. Pritzel,1,PERSON
36615,Saramaka People,1,O
36616,Ministry of National Development,1,O
36617,interior,1,O
36618,John D.,1,PERSON
36619,Art Publishing House,1,O
36620,Arthur ?,1,PERSON
36621,Dmitry Chernyshov,1,PERSON
36622,St. James Industrial Area,1,ORGANIZATION
36623,Juan Negrin,1,PERSON
36624,Mary Frowning Cloud,1,PERSON
36625,Providence Common Council.,1,LOCATION
36626,Jackson Middle School Track,1,ORGANIZATION
36627,Oldham County,1,LOCATION
36628,Jeremy D. Kernodle,1,PERSON
36629,Damien Comolli,1,PERSON
36630,Kirsten Moore-Towers,1,PERSON
36631,Nundle,1,PERSON
36632,Erbe des Stader Grafen,1,PERSON
36633,Beja District,1,LOCATION
36634,Elizabeth McChesney Farnam,1,PERSON
36635,Captains XI,1,O
36636,Saalw?chter,1,O
36637,Evert Taube,1,PERSON
36638,Lough Neagh,1,PERSON
36639,Sheldrick,1,PERSON
36640,Johnny Mullagh,1,PERSON
36641,Dellacasa,1,PERSON
36642,Philadelphia Media Network,1,ORGANIZATION
36643,Paresh Dodia,1,PERSON
36644,Harvey Danger,1,PERSON
36645,Padayaon Bohol,1,PERSON
36646,Murphey,1,PERSON
36647,Mauro Camargo,1,PERSON
36648,Thomas Fersen,1,PERSON
36649,Rockville Air Force Station,1,LOCATION
36650,*Bill Wyman,1,PERSON
36651,Bascule Bridge,1,LOCATION
36652,Tom McGinley,1,PERSON
36653,Yumiko Nogawa,1,PERSON
36654,Danka Damjanovi?,1,PERSON
36655,Kozhikode Narayanan Nair,1,PERSON
36656,Gazmanov,1,PERSON
36657,Sankt Stefan,1,PERSON
36658,Modra Kamenec Libouchec,1,PERSON
36659,Ashington F.C,1,LOCATION
36660,Sam Sullivan,1,PERSON
36661,Oar?a de Jos,1,PERSON
36662,Inna Alexeieff,1,PERSON
36663,Catherine Beaudoin,1,PERSON
36664,Cai,1,PERSON
36665,Socialist Action for United States Senate,1,ORGANIZATION
36666,Albino Balo,1,PERSON
36667,Oregon Department of Justice,1,ORGANIZATION
36668,Alabama Court of Criminal Appeals,1,ORGANIZATION
36669,Pierre Balmain-designed,1,PERSON
36670,Ekta Kapoor,1,PERSON
36671,Phelps,1,PERSON
36672,Roy Haynes,1,PERSON
36673,Jane Allsop,1,PERSON
36674,American Philatelic Society,1,ORGANIZATION
36675,Jacques Courtois,1,PERSON
36676,Ruslan,1,PERSON
36677,Shamil Kamil,1,PERSON
36678,Mount Tuatara,1,LOCATION
36679,Chiesa,1,PERSON
36680,Donald M. Middlebrooks,1,PERSON
36681,Lake Mariout,1,O
36682,Ryan Anderson,1,PERSON
36683,Clive Bell,1,PERSON
36684,Jackie,1,PERSON
36685,McCann,1,PERSON
36686,P. Jacks,1,PERSON
36687,Gary Ablett,1,PERSON
36688,Andrew Roberts,1,PERSON
36689,Danielle Younge-Ullman,1,PERSON
36690,British-Israel-World Federation,1,O
36691,Equal Vision,1,O
36692,Ariagner Smith,1,PERSON
36693,Colo-Colo,1,O
36694,Ian Batey.,1,PERSON
36695,Ayatollah Mirza Alliari,1,PERSON
36696,Julien Pimentel,1,PERSON
36697,Carlos Herrera,1,PERSON
36698,Olivi,1,PERSON
36699,Ivan D'Angelo,1,PERSON
36700,John H. Roscoe,1,PERSON
36701,Port of London Authority,1,ORGANIZATION
36702,Blanc,1,PERSON
36703,M. Hussain Swati,1,PERSON
36704,Demon Hunter,1,PERSON
36705,Arash Motor Company,1,PERSON
36706,Edward A. Stevenson,1,PERSON
36707,Ekaterina Chernikina,1,PERSON
36708,Noel Murry,1,PERSON
36709,Eithan Urbach,1,PERSON
36710,American Radio,1,ORGANIZATION
36711,Pacific Sonargaon,1,LOCATION
36712,North Southern and Northern Dynasties,1,O
36713,Ray Marim?n,1,PERSON
36714,Martin Abrahamsen,1,PERSON
36715,Sacro Monte,1,PERSON
36716,Poederl?e,1,O
36717,Ontario Provincial Police,1,ORGANIZATION
36718,Hope Radio Network,1,ORGANIZATION
36719,Creed,1,PERSON
36720,Isma?l Omar Guelleh,1,O
36721,US Armed Forces,1,LOCATION
36722,Purda,1,PERSON
36723,Igo Kannada,1,PERSON
36724,Staffordshire Regiment,1,ORGANIZATION
36725,Seeleg Lester,1,PERSON
36726,Nora Stark,1,PERSON
36727,Barry Anthony,1,PERSON
36728,North Carolina High School Athletic Association,1,ORGANIZATION
36729,Tuchola,1,PERSON
36730,CashCall Futurity,1,ORGANIZATION
36731,Science and Technology Committee,1,ORGANIZATION
36732,Lippman,1,PERSON
36733,Racine County Agricultural Society,1,ORGANIZATION
36734,Anshy Rath,1,PERSON
36735,Kannadavannu Ulisi Belisidavaru,1,PERSON
36736,Drumcondra,1,PERSON
36737,Cvikov,1,PERSON
36738,Columbia Presbyterian Hospital,1,LOCATION
36739,Columbia Tristar Home Entertainment,1,O
36740,Bangladesh Academy for Rural Development,1,ORGANIZATION
36741,Racquet Club,1,PERSON
36742,Al-Arabiya,1,PERSON
36743,Pontiac Trans Am,1,ORGANIZATION
36744,Andrei Olhovskiy,1,PERSON
36745,Ronnie L. White,1,PERSON
36746,Alex Boisvert-Lacroix,1,PERSON
36747,Simon Geschke,1,PERSON
36748,First Veteran Corps,1,O
36749,Dave Brammer,1,PERSON
36750,Scott Gow,1,PERSON
36751,Qol Ghali,1,PERSON
36752,Major League Baseball Players Alumni Association,1,ORGANIZATION
36753,Yucat?n,1,O
36754,Nobumi Fukui,1,PERSON
36755,Alena Kanysheva,1,PERSON
36756,Yoon,1,PERSON
36757,Pushpanjali Swamiyar Maravanchery Thekkedathu Neelakanta Bharatikal,1,PERSON
36758,Percy Bland,1,PERSON
36759,P. Alex,1,PERSON
36760,Vansbro Municipality,1,PERSON
36761,Gabe Franklin,1,PERSON
36762,Miori Ichikawa,1,PERSON
36763,J?rgen Koch,1,PERSON
36764,Western National Bank,1,ORGANIZATION
36765,Arnie Zimmerman,1,PERSON
36766,Robotech,1,PERSON
36767,Stephen Schuker,1,PERSON
36768,Chuck Diaz,1,PERSON
36769,Daniel Seddon,1,PERSON
36770,Wickliffe,1,PERSON
36771,Financial Reporting Council,1,O
36772,Kardomah Gang,1,PERSON
36773,Weinan,1,LOCATION
36774,Berta,1,PERSON
36775,Masson,1,PERSON
36776,Bissel,1,PERSON
36777,Motri?,1,O
36778,Minoru Tanaka,1,PERSON
36779,George Knight,1,PERSON
36780,Lao Liv,1,PERSON
36781,John A. McCausland,1,PERSON
36782,Erik S. Reinert,1,PERSON
36783,Narni,1,LOCATION
36784,Mike Butcher,1,PERSON
36785,Halmeu,1,PERSON
36786,John Owens,1,PERSON
36787,Alexandre M?ller,1,PERSON
36788,State Bar of Arizona 's Committee,1,O
36789,Greater St. Louis,1,O
36790,James K. Vardaman,1,PERSON
36791,Musa Keligov,1,PERSON
36792,Argyle Middle School,1,ORGANIZATION
36793,Burr Oak,1,PERSON
36794,Lille OSC,1,ORGANIZATION
36795,Louis Auguste Le Tonnelier de Breteuil,1,PERSON
36796,Ali La Pointe,1,PERSON
36797,Sauk Centre,1,O
36798,Serhiy Olizarenko,1,PERSON
36799,United Kingdom Warning and Monitoring Organisation,1,ORGANIZATION
36800,Lindsey Graham,1,PERSON
36801,Narberth,1,LOCATION
36802,Tailulu College,1,ORGANIZATION
36803,Scarlat V?rnav,1,PERSON
36804,Thanet Community Radio,1,O
36805,Kim Wilkins,1,PERSON
36806,Gajdo?ov?,1,O
36807,Baron Clanmorris,1,PERSON
36808,South of Bluff Mountain,1,O
36809,Paul Fran?ois de Quelen de La Vauguyon,1,PERSON
36810,Joana Rocha,1,PERSON
36811,Weir,1,PERSON
36812,Ned Washington,1,PERSON
36813,Isaac Morley,1,PERSON
36814,Puerto Rico association football,1,LOCATION
36815,Jean Russell Larson,1,PERSON
36816,America Leg,1,LOCATION
36817,Connacht,1,ORGANIZATION
36818,Nath,1,PERSON
36819,Joanne Wheatley,1,PERSON
36820,National Urban Health Mission,1,ORGANIZATION
36821,Leon Uris,1,PERSON
36822,Owengallees,1,PERSON
36823,Y. Tamanchuk,1,PERSON
36824,Vladimir Nazor Life Achievement,1,PERSON
36825,Toshihiko Shirasawa,1,PERSON
36826,Frances McDormand,1,PERSON
36827,Nicolas Winding Refn,1,PERSON
36828,Kawthaung,1,PERSON
36829,Arthur Ferreira da Costa Silva,1,PERSON
36830,Kinney Road,1,PERSON
36831,Manchester Opera House,1,ORGANIZATION
36832,Robert de Castle Carrock,1,PERSON
36833,Barima-Waini,1,PERSON
36834,Viale San Marco,1,LOCATION
36835,Grant Freckelton,1,PERSON
36836,Promina,1,PERSON
36837,Rawzbah,1,PERSON
36838,United States Congress Joint Select Committee,1,ORGANIZATION
36839,Dernst Emile II,1,PERSON
36840,Suzana,1,PERSON
36841,Matteo Renzi,1,PERSON
36842,Dean Guthrie,1,PERSON
36843,MMS,1,O
36844,Marston Magna,1,PERSON
36845,Vohenenni Post,1,PERSON
36846,Sacramento State Hornets,1,ORGANIZATION
36847,US-based Babcock & Wilcox ( B & W,1,ORGANIZATION
36848,Pawe? Bro?ek,1,O
36849,Emilysantoss,1,PERSON
36850,John Locke,1,PERSON
36851,Blenkinsop,1,PERSON
36852,Lalit Kishore Lal Srivastava,1,PERSON
36853,Manitowoc County Historical Society,1,ORGANIZATION
36854,Brad Johnson,1,PERSON
36855,Milton Mapes,1,PERSON
36856,Cremonese,1,O
36857,Grant Joint Union High School District,1,ORGANIZATION
36858,New Cross,1,O
36859,Kingston Trio,1,PERSON
36860,Lizzie Rovsek,1,PERSON
36861,Dubrova?ko Primorje,1,PERSON
36862,International Monetary Fund and United States Department of the Treasury,1,ORGANIZATION
36863,Donnerstag,1,PERSON
36864,Sarah Street,1,PERSON
36865,Zbruch,1,PERSON
36866,Roger Ailes,1,PERSON
36867,NY.,1,O
36868,Aziz Dougaz,1,PERSON
36869,Hirschfeld,1,PERSON
36870,Lories & Friends,1,O
36871,William Pereira,1,PERSON
36872,Hokkaido,1,O
36873,Gratia Kay,1,PERSON
36874,Oliver Strachey,1,PERSON
36875,Organization of Ukrainian Nationalists,1,O
36876,Shaheed Askari Raza,1,PERSON
36877,Doubleday & Company,1,ORGANIZATION
36878,Sussex CCC,1,ORGANIZATION
36879,James Hyder,1,PERSON
36880,Abuna Basilios,1,PERSON
36881,Hayton,1,PERSON
36882,Marty Embry,1,PERSON
36883,Sutin Anukoon,1,PERSON
36884,South Midland,1,LOCATION
36885,Ana Quincoces,1,PERSON
36886,United States Army Corps of Engineers,1,ORGANIZATION
36887,Dukes,1,PERSON
36888,Cornelius Johnson.jpg,1,PERSON
36889,John R. Commons,1,PERSON
36890,Youn?s Kaboul,1,PERSON
36891,Salvarsan,1,PERSON
36892,Manoel Island,1,PERSON
36893,Ahmanson Theatre,1,ORGANIZATION
36894,Vanderburgh County,1,LOCATION
36895,Queens Road Station,1,LOCATION
36896,The Beach Boys,1,O
36897,Christian Lankes,1,PERSON
36898,Brinkman,1,PERSON
36899,Key Field,1,O
36900,Gaius Julius Hyginus,1,PERSON
36901,Liubov Turina,1,PERSON
36902,Dilip Kumar Sinha,1,PERSON
36903,Peter Dahl,1,PERSON
36904,International Milk Company,1,ORGANIZATION
36905,Lake Peace,1,O
36906,King George County,1,O
36907,Silveiro Garcia,1,PERSON
36908,Carol Wincenc,1,PERSON
36909,Royal Society of British Artists,1,ORGANIZATION
36910,The Institute of Living,1,O
36911,Senate Energy and Natural Resources Committee,1,ORGANIZATION
36912,Katie Smith,1,PERSON
36913,Yichongqiao,1,PERSON
36914,Kyrgyzstan.,1,O
36915,Maicol & Manuel,1,O
36916,Jeff Stone,1,PERSON
36917,Cheri Barry,1,PERSON
36918,Bikini Atoll,1,O
36919,Kowloon East,1,LOCATION
36920,Wizard Entertainment,1,O
36921,Alfred Lascelles,1,PERSON
36922,Kontinental Hockey League,1,ORGANIZATION
36923,Gil Stratton,1,PERSON
36924,South Asia.,1,O
36925,Sudheesh,1,PERSON
36926,Gaurinath Shastri,1,PERSON
36927,Charisse Jackson-Jordan,1,PERSON
36928,Cekcyn,1,PERSON
36929,Subramanyan Namboothiripad,1,PERSON
36930,Samoans,1,O
36931,Lee Kerslake,1,PERSON
36932,Lynne Doll,1,PERSON
36933,Magdalen Ground,1,LOCATION
36934,Lake Hartwell,1,PERSON
36935,TPL,1,O
36936,Victorian Bra Shop,1,O
36937,Hennadiy Skidan,1,PERSON
36938,George Newhall Clark,1,PERSON
36939,Capital Imperial Martial Arts School,1,ORGANIZATION
36940,Cumberland House,1,O
36941,West Ridge,1,LOCATION
36942,Sophia Young,1,PERSON
36943,Wilhelmina H. Van Den Berg Cottage,1,PERSON
36944,Kabul,1,LOCATION
36945,Chen Tsyr-shiou,1,PERSON
36946,Jeanette Harris Hurst,1,PERSON
36947,The University of Newcastle,1,O
36948,T. K. Chang,1,PERSON
36949,Casiraghi,1,O
36950,Grinker,1,PERSON
36951,Kings Cross Road,1,O
36952,National Shrine of the Catholic Church,1,O
36953,Dien Bien Phu,1,PERSON
36954,Badaml?,1,O
36955,Postal Inspection Service,1,O
36956,George Cressey,1,PERSON
36957,Douglas G. Schultz,1,PERSON
36958,Daniel Langre,1,PERSON
36959,Ekaterina Kuznetsova,1,PERSON
36960,Foundation Netherlands,1,O
36961,Jacek Kaspszyk,1,PERSON
36962,Cebuano,1,PERSON
36963,Jesse Hibbs,1,PERSON
36964,Socialist Republic of Croatia Government,1,LOCATION
36965,Albert Goldthorpe,1,PERSON
36966,Rocky View County,1,LOCATION
36967,Samuel Phelps,1,PERSON
36968,Anthony Jephson,1,PERSON
36969,Gogebic County,1,LOCATION
36970,Geysariyya,1,PERSON
36971,Jorge Valdano,1,PERSON
36972,Michell,1,PERSON
36973,Coddington Streets,1,O
36974,Julia Tultseva,1,PERSON
36975,Martin School,1,PERSON
36976,**Berkeley County,1,O
36977,Sangita Madhavan Nair,1,PERSON
36978,Eugenio Ilarione,1,PERSON
36979,Montefeltro,1,PERSON
36980,Metacritic,1,PERSON
36981,Mersey Canal,1,LOCATION
36982,Valery Maydan,1,PERSON
36983,Anglo-French,1,O
36984,Edward D. Windsor,1,PERSON
36985,Anthony Howard,1,PERSON
36986,Kent Bazemore,1,PERSON
36987,Black Maria,1,PERSON
36988,Nepomuk Hummel,1,PERSON
36989,Andy Meisler,1,PERSON
36990,IAF Air,1,ORGANIZATION
36991,Muslim Mosque,1,O
36992,Maurice Barth?l?my,1,PERSON
36993,Jardin Botanico de Madrid,1,PERSON
36994,Coronation Island,1,O
36995,Chris McLaughlin,1,PERSON
36996,Opa-locka,1,O
36997,Kal?ju,1,O
36998,George Ernest Jean Marie Boulanger,1,PERSON
36999,Joy Brock,1,PERSON
37000,Leyden,1,PERSON
37001,Christophe Cocard,1,PERSON
37002,Panchayati raj,1,PERSON
37003,Drury Lane,1,PERSON
37004,Branko Grujcic,1,PERSON
37005,Derek Martin,1,PERSON
37006,Kenny Rankin,1,PERSON
37007,Sobolev & amp,1,PERSON
37008,Gomes de Abreu,1,PERSON
37009,National Scientific Reserve,1,ORGANIZATION
37010,Elizabeth Mertel,1,PERSON
37011,Odem Forest,1,PERSON
37012,Nosa,1,PERSON
37013,John K. Lattimer,1,PERSON
37014,Gifu,1,PERSON
37015,Carlson Inlet,1,PERSON
37016,Nomura & amp,1,ORGANIZATION
37017,Bromell Tinubu,1,PERSON
37018,Boone Daughdrill,1,PERSON
37019,Marcas Mac Coinnigh,1,PERSON
37020,Eloise,1,PERSON
37021,William Fantleroy,1,PERSON
37022,Michael Ledeen,1,PERSON
37023,Wendyczany,1,PERSON
37024,Highbeam,1,PERSON
37025,National Human Genome Research Institute,1,ORGANIZATION
37026,Stratoula Chioti,1,PERSON
37027,|John Cook,1,PERSON
37028,Benjamin Mueller-Heaslip,1,PERSON
37029,Hornet Bank,1,ORGANIZATION
37030,Nada Ser? Como Antes,1,PERSON
37031,Ledger Hill,1,PERSON
37032,Irish Computer Society,1,O
37033,Henry A.,1,PERSON
37034,David Ames Wells,1,PERSON
37035,Jo?l Robert,1,PERSON
37036,Ingmar Bergman,1,PERSON
37037,Soccer America,1,O
37038,John Bastion.jpg,1,PERSON
37039,Rhode Island Red Sox,1,ORGANIZATION
37040,Johann Adolf Kittendorff,1,PERSON
37041,Erving-Schiera,1,O
37042,England Cove,1,LOCATION
37043,Jeremiah Rundle,1,PERSON
37044,Pete Cottrell,1,PERSON
37045,Saint-Gilles,1,PERSON
37046,Politsei Jalav?epataljon,1,PERSON
37047,Belvedere Estate,1,O
37048,Pamela Geller,1,PERSON
37049,Umar Daraz,1,PERSON
37050,Grigory Evdokimov,1,PERSON
37051,William Weir,1,PERSON
37052,NAIA,1,ORGANIZATION
37053,Haseeb Amjad,1,PERSON
37054,Milord,1,PERSON
37055,Avondale FC,1,ORGANIZATION
37056,Jangalis,1,PERSON
37057,Jeff Carlisi,1,PERSON
37058,Eugene Ross,1,PERSON
37059,Dogg SoSo,1,PERSON
37060,Laborde Marchainville,1,PERSON
37061,Warren Benson,1,PERSON
37062,Dermestes,1,PERSON
37063,Springbank Creek,1,LOCATION
37064,Hosford House,1,ORGANIZATION
37065,Portage Avenue,1,LOCATION
37066,James Joseph Bulger,1,PERSON
37067,Rzechta Dru?bi?ska,1,PERSON
37068,McNeill,1,PERSON
37069,Hastings-on-Hudson,1,LOCATION
37070,Valley Forge,1,O
37071,Franz Gruber,1,PERSON
37072,Akrura Charithreya Sangraha,1,PERSON
37073,Kinsale,1,LOCATION
37074,Forrest River,1,LOCATION
37075,Tully Bevilaqua,1,PERSON
37076,Greg Scruggs,1,PERSON
37077,Ali Morad Khani,1,PERSON
37078,Atmos,1,ORGANIZATION
37079,Henkin,1,PERSON
37080,Foreign Press Association,1,ORGANIZATION
37081,Sherlock,1,PERSON
37082,Oliver Glacier,1,PERSON
37083,Gonz?lez D?vila,1,O
37084,Schweizerische Gesellschaft,1,ORGANIZATION
37085,Jagannath Ratha-Yatra,1,PERSON
37086,O. Redon,1,PERSON
37087,Hathwig,1,PERSON
37088,Abb,1,ORGANIZATION
37089,Alston,1,PERSON
37090,Farnsworth Metropark,1,LOCATION
37091,Lauren Simon,1,PERSON
37092,Cyril Donnellan,1,PERSON
37093,Tanya Bardsley,1,PERSON
37094,Spacalopsis LeConte,1,PERSON
37095,Manuel Garcia,1,PERSON
37096,BRIAN MURPHY,1,PERSON
37097,Nathan Yarboro,1,PERSON
37098,International PEN,1,O
37099,Georgy Chicherin,1,PERSON
37100,Damrau,1,PERSON
37101,Gil Hodges,1,PERSON
37102,Accrington,1,LOCATION
37103,Honiton,1,PERSON
37104,Alex Garcia-Rivera,1,PERSON
37105,Jason Richards,1,PERSON
37106,Keokuk Street,1,LOCATION
37107,Hastings Air Force Station,1,ORGANIZATION
37108,Nell Carter,1,PERSON
37109,Jawaharlal,1,PERSON
37110,Zhang Xiyu,1,PERSON
37111,Mirza Hoseyn Kasma,1,PERSON
37112,FIFA World Cup.,1,ORGANIZATION
37113,Adin,1,PERSON
37114,*Purdue University,1,O
37115,Ong Beng Seng & Christina Ong,1,PERSON
37116,Institute for Mathematics,1,ORGANIZATION
37117,Beckie Foster,1,PERSON
37118,Daramola,1,PERSON
37119,Donna Strickland,1,PERSON
37120,King Ludwig II,1,O
37121,Schroedel,1,PERSON
37122,Petter Adolf Karsten,1,PERSON
37123,Denise Gayle,1,PERSON
37124,Cholas,1,PERSON
37125,Tamika Catchings,1,PERSON
37126,?scar R. Benavides,1,O
37127,Okita,1,PERSON
37128,Zempt,1,PERSON
37129,New Regency,1,O
37130,Mar Vista,1,PERSON
37131,Yeshuwa Ali,1,PERSON
37132,Fergusa,1,PERSON
37133,McLaren,1,ORGANIZATION
37134,Military Academy,1,O
37135,Saxony House of Billung,1,PERSON
37136,Cathie Davies-Irvine,1,PERSON
37137,Styanacini Chujo & amp,1,PERSON
37138,Dominic Remane,1,PERSON
37139,Michael Hlinka,1,PERSON
37140,Alberto da Veiga Guignard,1,PERSON
37141,Ilmarinen,1,PERSON
37142,Coffeyville Community College,1,ORGANIZATION
37143,Gilda,1,PERSON
37144,Anchal,1,PERSON
37145,Victoria Beckham,1,PERSON
37146,Dabbs Greer,1,PERSON
37147,Bennington,1,LOCATION
37148,Cooch,1,PERSON
37149,Frito-Lay,1,O
37150,Jerry Stovall,1,PERSON
37151,Tashiro,1,PERSON
37152,The Pleiades,1,O
37153,TEMPLEPORT,1,O
37154,Daimler Company,1,ORGANIZATION
37155,Goode Jones School,1,ORGANIZATION
37156,Edward Ernest Sauter,1,PERSON
37157,National Award for Innovation in Medical Education,1,O
37158,DeLong,1,PERSON
37159,Salzwedeler Tor,1,PERSON
37160,Bir,1,PERSON
37161,Shamba Prashasthi,1,PERSON
37162,Old North Bridge,1,O
37163,Bawnboy Road,1,LOCATION
37164,Kallada River.,1,PERSON
37165,Tyler Plante,1,PERSON
37166,E. Kaczmarzyk-Janczak,1,PERSON
37167,Peter Clarke,1,PERSON
37168,Export Promotion Bureau,1,O
37169,Felipe Linares,1,PERSON
37170,VSFL,1,PERSON
37171,Wayne Kramer,1,PERSON
37172,Ravinet,1,PERSON
37173,FENS European Nutrition Conference,1,O
37174,M. Condit,1,PERSON
37175,Nadine Martin,1,PERSON
37176,Georgia State Senate,1,ORGANIZATION
37177,Lake Constance,1,PERSON
37178,Sansoni,1,PERSON
37179,Paris Hamilton,1,LOCATION
37180,Local Committee for Supply,1,ORGANIZATION
